,Title,Sumber,Label,Hasil_Case_Folding,Hasil_Token,Hasil_Stopword,Hasil_Stemming
739,Kemenkominfo Temukan 105 Isu Hoaks Terkait Vaksin Covid-19 ,Kompas,-1,kemenkominfo temukan isu hoaks terkait vaksin covid,"['kemenkominfo', 'temukan', 'isu', 'hoaks', 'terkait', 'vaksin', 'covid']","['kemenkominfo', 'temukan', 'isu', 'hoaks', 'terkait', '']","['kemenkominfo', 'temu', 'isu', 'hoaks', 'kait', '']"
740,UPDATE 10 Februari: Kasus Aktif Covid-19 di Indonesia Tercatat 168.416,Kompas,0,update februari kasus aktif covid di indonesia tercatat,"['update', 'februari', 'kasus', 'aktif', 'covid', 'di', 'indonesia', 'tercatat']","['update', 'februari', 'kasus', 'aktif', 'indonesia', 'tercatat']","['update', 'februari', 'kasus', 'aktif', 'indonesia', 'catat']"
741,UPDATE 10 Februari: 969.546 Tenaga Kesehatan Disuntik Vaksin Covid-19 Dosis Pertama,Kompas,0,update februari tenaga kesehatan disuntik vaksin covid dosis pertama,"['update', 'februari', 'tenaga', 'kesehatan', 'disuntik', 'vaksin', 'covid', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'kesehatan', 'disuntik', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'sehat', 'suntik', 'dosis', 'pertama']"
742,"Helena Lim Divaksin Lebih Awal, Epidemiolog: Memprihatinkan, Harus Diklarifikasi",Kompas,0,helena lim divaksin lebih awal epidemiolog memprihatinkan harus diklarifikasi,"['helena', 'lim', 'divaksin', 'lebih', 'awal', 'epidemiolog', 'memprihatinkan', 'harus', 'diklarifikasi']","['helena', 'lim', 'lebih', 'awal', 'epidemiolog', 'memprihatinkan', 'diklarifikasi']","['helena', 'lim', 'lebih', 'awal', 'epidemiolog', 'prihatin', 'klarifikasi']"
743,Petugas Pelayanan Publik hingga Wartawan di Wonogiri Akan Divaksin Covid-19 Tahap Kedua,Kompas,0,petugas pelayanan publik hingga wartawan di wonogiri akan divaksin covid tahap kedua,"['petugas', 'pelayanan', 'publik', 'hingga', 'wartawan', 'di', 'wonogiri', 'akan', 'divaksin', 'covid', 'tahap', 'kedua']","['petugas', 'pelayanan', 'publik', 'hingga', 'wartawan', 'wonogiri', 'tahap', 'kedua']","['tugas', 'layan', 'publik', 'hingga', 'wartawan', 'wonogiri', 'tahap', 'dua']"
744,"Kemenkes: Jika Helena Lim Dapat Vaksin Covid-19, Kemungkinan Namanya Terdaftar di Dinkes",Kompas,0,kemenkes jika helena lim dapat vaksin covid kemungkinan namanya terdaftar di dinkes,"['kemenkes', 'jika', 'helena', 'lim', 'dapat', 'vaksin', 'covid', 'kemungkinan', 'namanya', 'terdaftar', 'di', 'dinkes']","['kemenkes', 'helena', 'lim', 'kemungkinan', 'namanya', 'terdaftar', 'dinkes']","['kemenkes', 'helena', 'lim', 'mungkin', 'nama', 'daftar', 'dinkes']"
745,Kontroversi Penyuntikan Vaksin ke Helena Lim dan Tanggapan Kemenkes soal Prioritas Vaksinasi Covid-19,Kompas,0,kontroversi penyuntikan vaksin ke helena lim dan tanggapan kemenkes soal prioritas vaksinasi covid,"['kontroversi', 'penyuntikan', 'vaksin', 'ke', 'helena', 'lim', 'dan', 'tanggapan', 'kemenkes', 'soal', 'prioritas', 'vaksinasi', 'covid']","['kontroversi', 'penyuntikan', 'helena', 'lim', 'tanggapan', 'kemenkes', 'soal', 'prioritas', '']","['kontroversi', 'sunti', 'helena', 'lim', 'tanggap', 'kemenkes', 'soal', 'prioritas', '']"
746,Dinas Kesehatan Jatim Ajukan Tambahan 104.252 Dosis Vaksin Covid-19,Kompas,0,dinas kesehatan jatim ajukan tambahan dosis vaksin covid,"['dinas', 'kesehatan', 'jatim', 'ajukan', 'tambahan', 'dosis', 'vaksin', 'covid']","['dinas', 'kesehatan', 'jatim', 'ajukan', 'tambahan', 'dosis', '']","['dinas', 'sehat', 'jatim', 'aju', 'tambah', 'dosis', '']"
747,ICJR Minta Petugas dan Penghuni Lapas Masuk Prioritas Vaksinasi Covid-19,Kompas,0,icjr minta petugas dan penghuni lapas masuk prioritas vaksinasi covid,"['icjr', 'minta', 'petugas', 'dan', 'penghuni', 'lapas', 'masuk', 'prioritas', 'vaksinasi', 'covid']","['icjr', 'minta', 'petugas', 'penghuni', 'lapas', 'masuk', 'prioritas', '']","['icjr', 'minta', 'tugas', 'huni', 'lapas', 'masuk', 'prioritas', '']"
748,Kemenristek: Eijkman Targetkan Kirim Bibit Vaksin Merah Putih ke Bio Farma Maret 2021,Kompas,0,kemenristek eijkman targetkan kirim bibit vaksin merah putih ke bio farma maret,"['kemenristek', 'eijkman', 'targetkan', 'kirim', 'bibit', 'vaksin', 'merah', 'putih', 'ke', 'bio', 'farma', 'maret']","['kemenristek', 'eijkman', 'targetkan', 'kirim', 'bibit', 'merah', 'putih', 'bio', 'farma', 'maret']","['kemenristek', 'eijkman', 'target', 'kirim', 'bibit', 'merah', 'putih', 'bio', 'farma', 'maret']"
749,Baru 411 Nakes Padang Panjang yang Disuntik Vaksin Covid-19 dari Target 1.460 Orang,Kompas,0,baru nakes padang panjang yang disuntik vaksin covid dari target orang,"['baru', 'nakes', 'padang', 'panjang', 'yang', 'disuntik', 'vaksin', 'covid', 'dari', 'target', 'orang']","['baru', 'nakes', 'padang', 'panjang', 'disuntik', 'target', 'orang']","['baru', 'nakes', 'padang', 'panjang', 'suntik', 'target', 'orang']"
750,"Ketua IDI Palopo Positif Covid-19 Sepekan Usai Divaksin, Ini Penjelasan Satgas",Kompas,-1,ketua idi palopo positif covid sepekan usai divaksin ini penjelasan satgas,"['ketua', 'idi', 'palopo', 'positif', 'covid', 'sepekan', 'usai', 'divaksin', 'ini', 'penjelasan', 'satgas']","['ketua', 'idi', 'palopo', 'positif', 'sepekan', 'usai', 'penjelasan', 'satgas']","['ketua', 'idi', 'palopo', 'positif', 'pek', 'usai', 'jelas', 'satgas']"
751,"Vaksinasi Tahap Kedua di Banyumas Dimulai Bulan Ini, Sasaran 60.000 Orang",Kompas,0,vaksinasi tahap kedua di banyumas dimulai bulan ini sasaran orang,"['vaksinasi', 'tahap', 'kedua', 'di', 'banyumas', 'dimulai', 'bulan', 'ini', 'sasaran', 'orang']","['', 'tahap', 'kedua', 'banyumas', 'dimulai', 'bulan', 'sasaran', 'orang']","['', 'tahap', 'dua', 'banyumas', 'mulai', 'bulan', 'sasar', 'orang']"
752,Vaksinasi Tahap Kedua di Pekalongan Dilakukan pada Pertengahan Februari 2021,Kompas,0,vaksinasi tahap kedua di pekalongan dilakukan pada pertengahan februari,"['vaksinasi', 'tahap', 'kedua', 'di', 'pekalongan', 'dilakukan', 'pada', 'pertengahan', 'februari']","['', 'tahap', 'kedua', 'pekalongan', 'dilakukan', 'pertengahan', 'februari']","['', 'tahap', 'dua', 'kalong', 'laku', 'tengah', 'februari']"
753,Para Profesor Tenaga Kesehatan yang Sudah Lansia Mulai Terima Vaksin Covid-19,Kompas,0,para profesor tenaga kesehatan yang sudah lansia mulai terima vaksin covid,"['para', 'profesor', 'tenaga', 'kesehatan', 'yang', 'sudah', 'lansia', 'mulai', 'terima', 'vaksin', 'covid']","['', 'profesor', 'tenaga', 'kesehatan', 'lansia', 'mulai', 'terima', '']","['', 'profesor', 'tenaga', 'sehat', 'lansia', 'mulai', 'terima', '']"
754,"4.581 Nakes Tidak Divaksin, Ini Penjelasan Dinas Kesehatan Kalbar",Kompas,0,nakes tidak divaksin ini penjelasan dinas kesehatan kalbar,"['nakes', 'tidak', 'divaksin', 'ini', 'penjelasan', 'dinas', 'kesehatan', 'kalbar']","['nakes', 'penjelasan', 'dinas', 'kesehatan', 'kalbar']","['nakes', 'jelas', 'dinas', 'sehat', 'kalbar']"
755,"Jubir Vaksinasi: Sabar, Jangan Langgar Hukum untuk Dapatkan Vaksin Covid-19",Kompas,0,jubir vaksinasi sabar jangan langgar hukum untuk dapatkan vaksin covid,"['jubir', 'vaksinasi', 'sabar', 'jangan', 'langgar', 'hukum', 'untuk', 'dapatkan', 'vaksin', 'covid']","['jubir', 'sabar', 'jangan', 'langgar', 'hukum', 'dapatkan', '']","['jubir', 'sabar', 'jangan', 'langgar', 'hukum', 'dapat', '']"
756,Apa yang Ilmuwan Ketahui tentang Varian Baru Virus Corona dan Vaksin?,Kompas,0,apa yang ilmuwan ketahui tentang varian baru virus corona dan vaksin,"['apa', 'yang', 'ilmuwan', 'ketahui', 'tentang', 'varian', 'baru', 'virus', 'corona', 'dan', 'vaksin']","['apa', 'ilmuwan', 'ketahui', 'varian', 'baru', 'virus', '']","['apa', 'ilmuwan', 'tahu', 'varian', 'baru', 'virus', '']"
757,Wali Kota Salatiga Ungkap Pengalaman Usai Divaksin Covid-19 Dosis Kedua,Kompas,0,wali kota salatiga ungkap pengalaman usai divaksin covid dosis kedua,"['wali', 'kota', 'salatiga', 'ungkap', 'pengalaman', 'usai', 'divaksin', 'covid', 'dosis', 'kedua']","['wali', 'kota', 'salatiga', 'ungkap', 'pengalaman', 'usai', 'dosis', 'kedua']","['wali', 'kota', 'salatiga', 'ungkap', 'alam', 'usai', 'dosis', 'dua']"
758,"Vaksin Covid-19 Sinovac untuk Lansia, Diawali dari Kritik Pandu Riono hingga Disahkan Pemerintah",Kompas,0,vaksin covid sinovac untuk lansia diawali dari kritik pandu riono hingga disahkan pemerintah,"['vaksin', 'covid', 'sinovac', 'untuk', 'lansia', 'diawali', 'dari', 'kritik', 'pandu', 'riono', 'hingga', 'disahkan', 'pemerintah']","['', 'sinovac', 'lansia', 'diawali', 'kritik', 'pandu', 'riono', 'hingga', 'disahkan', 'pemerintah']","['', 'sinovac', 'lansia', 'awal', 'kritik', 'pandu', 'riono', 'hingga', 'sah', 'perintah']"
759,2.017 Nakes dan 7 Pejabat Jalani Vaksinasi Covid-19 Dosis Kedua di Tegal,Kompas,0,nakes dan pejabat jalani vaksinasi covid dosis kedua di tegal,"['nakes', 'dan', 'pejabat', 'jalani', 'vaksinasi', 'covid', 'dosis', 'kedua', 'di', 'tegal']","['nakes', 'pejabat', 'jalani', 'dosis', 'kedua', 'tegal']","['nakes', 'jabat', 'jalan', 'dosis', 'dua', 'tegal']"
760,"Vaksin Lansia Diizinkan BPOM, Screening Ketat Dinilai Perlu untuk Pantau Komorbid",Kompas,0,vaksin lansia diizinkan bpom screening ketat dinilai perlu untuk pantau komorbid,"['vaksin', 'lansia', 'diizinkan', 'bpom', 'screening', 'ketat', 'dinilai', 'perlu', 'untuk', 'pantau', 'komorbid']","['', 'lansia', 'diizinkan', 'bpom', 'screening', 'ketat', 'dinilai', 'perlu', 'pantau', 'komorbid']","['', 'lansia', 'izin', 'bpom', 'screening', 'ketat', 'nilai', 'perlu', 'pantau', 'komorbid']"
761,"Agar Pandemi Tak Berlanjut hingga 10 Tahun, Ini 3 Saran IDI untuk Pemerintah",Kompas,0,agar pandemi tak berlanjut hingga tahun ini saran idi untuk pemerintah,"['agar', 'pandemi', 'tak', 'berlanjut', 'hingga', 'tahun', 'ini', 'saran', 'idi', 'untuk', 'pemerintah']","['', 'pandemi', 'tak', 'berlanjut', 'hingga', 'tahun', 'saran', 'idi', 'pemerintah']","['', 'pandemi', 'tak', 'lanjut', 'hingga', 'tahun', 'saran', 'idi', 'perintah']"
762,BPOM Ingatkan Agar Vaksinasi Covid-19 pada Lansia Dilakukan Hati-hati,Kompas,0,bpom ingatkan agar vaksinasi covid pada lansia dilakukan hatihati,"['bpom', 'ingatkan', 'agar', 'vaksinasi', 'covid', 'pada', 'lansia', 'dilakukan', 'hatihati']","['bpom', 'ingatkan', 'lansia', 'dilakukan', 'hatihati']","['bpom', 'ingat', 'lansia', 'laku', 'hatihati']"
763,"Menkes Sebut Lebih dari 100.000 Nakes Batal Disuntik Vaksin Covid-19, Ini Penyebabnya",Kompas,0,menkes sebut lebih dari nakes batal disuntik vaksin covid ini penyebabnya,"['menkes', 'sebut', 'lebih', 'dari', 'nakes', 'batal', 'disuntik', 'vaksin', 'covid', 'ini', 'penyebabnya']","['menkes', 'sebut', 'lebih', 'nakes', 'batal', 'disuntik', 'penyebabnya']","['menkes', 'sebut', 'lebih', 'nakes', 'batal', 'suntik', 'sebab']"
764,"Usai Vaksinasi Nakes Lansia, secara Paralel Lansia Lain Akan Diberi Vaksin Covid-19",Kompas,0,usai vaksinasi nakes lansia secara paralel lansia lain akan diberi vaksin covid,"['usai', 'vaksinasi', 'nakes', 'lansia', 'secara', 'paralel', 'lansia', 'lain', 'akan', 'diberi', 'vaksin', 'covid']","['usai', 'nakes', 'lansia', 'paralel', 'lansia', 'diberi', '']","['usai', 'nakes', 'lansia', 'paralel', 'lansia', 'beri', '']"
765,"Angka Kematian Tinggi, BPOM Izinkan Penggunaan Vaksin CoronaVac untuk Lansia",Kompas,0,angka kematian tinggi bpom izinkan penggunaan vaksin coronavac untuk lansia,"['angka', 'kematian', 'tinggi', 'bpom', 'izinkan', 'penggunaan', 'vaksin', 'coronavac', 'untuk', 'lansia']","['angka', 'kematian', 'tinggi', 'bpom', 'izinkan', 'penggunaan', 'coronavac', 'lansia']","['angka', 'mati', 'tinggi', 'bpom', 'izin', 'guna', 'coronavac', 'lansia']"
766,Menkes: Vaksinasi Covid-19 untuk Nakes Lansia Dimulai Senin Besok,Kompas,0,menkes vaksinasi covid untuk nakes lansia dimulai senin besok,"['menkes', 'vaksinasi', 'covid', 'untuk', 'nakes', 'lansia', 'dimulai', 'senin', 'besok']","['menkes', 'nakes', 'lansia', 'dimulai', 'senin', 'besok']","['menkes', 'nakes', 'lansia', 'mulai', 'senin', 'besok']"
767,Tingginya Angka Kematian Jadi Alasan BPOM Bolehkan Lansia Disuntik Vaksin Sinovac,Kompas,0,tingginya angka kematian jadi alasan bpom bolehkan lansia disuntik vaksin sinovac,"['tingginya', 'angka', 'kematian', 'jadi', 'alasan', 'bpom', 'bolehkan', 'lansia', 'disuntik', 'vaksin', 'sinovac']","['tingginya', 'angka', 'kematian', 'jadi', 'alasan', 'bpom', 'bolehkan', 'lansia', 'disuntik', 'sinovac']","['tinggi', 'angka', 'mati', 'jadi', 'alas', 'bpom', 'boleh', 'lansia', 'suntik', 'sinovac']"
768,BPOM Terbitkan Izin Penggunaan Darurat Vaksin Covid-19 Sinovac untuk Lansia,Kompas,0,bpom terbitkan izin penggunaan darurat vaksin covid sinovac untuk lansia,"['bpom', 'terbitkan', 'izin', 'penggunaan', 'darurat', 'vaksin', 'covid', 'sinovac', 'untuk', 'lansia']","['bpom', 'terbitkan', 'izin', 'penggunaan', 'darurat', 'sinovac', 'lansia']","['bpom', 'terbit', 'izin', 'guna', 'darurat', 'sinovac', 'lansia']"
769,UPDATE 7 Februari: 784.318 Tenaga Kesehatan Disuntik Vaksin Covid-19 Dosis Pertama,Kompas,0,update februari tenaga kesehatan disuntik vaksin covid dosis pertama,"['update', 'februari', 'tenaga', 'kesehatan', 'disuntik', 'vaksin', 'covid', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'kesehatan', 'disuntik', 'dosis', 'pertama']","['update', 'februari', 'tenaga', 'sehat', 'suntik', 'dosis', 'pertama']"
770,"BPOM Disebut Setujui Vaksin Sinovac untuk Lansia, Ini Rincian Rentang Usia dan Dosis",Kompas,0,bpom disebut setujui vaksin sinovac untuk lansia ini rincian rentang usia dan dosis,"['bpom', 'disebut', 'setujui', 'vaksin', 'sinovac', 'untuk', 'lansia', 'ini', 'rincian', 'rentang', 'usia', 'dan', 'dosis']","['bpom', 'disebut', 'setujui', 'sinovac', 'lansia', 'rincian', 'rentang', 'usia', 'dosis']","['bpom', 'sebut', 'tuju', 'sinovac', 'lansia', 'rincian', 'rentang', 'usia', 'dosis']"
771,[POPULER SAINS] Potensi Hujan Deras Semarang | Kapan Anosmia Pulih?,Kompas,0,populer sains potensi hujan deras semarang kapan anosmia pulih,"['populer', 'sains', 'potensi', 'hujan', 'deras', 'semarang', 'kapan', 'anosmia', 'pulih']","['populer', 'sains', 'potensi', 'hujan', 'deras', 'semarang', 'kapan', 'anosmia', 'pulih']","['populer', 'sains', 'potensi', 'hujan', 'deras', 'semarang', 'kapan', 'anosmia', 'pulih']"
772,Vaksin Covid-19 Mungkinkah Aman untuk Pasien Kanker? Ahli Jelaskan,Kompas,1,vaksin covid mungkinkah aman untuk pasien kanker ahli jelaskan,"['vaksin', 'covid', 'mungkinkah', 'aman', 'untuk', 'pasien', 'kanker', 'ahli', 'jelaskan']","['', 'mungkinkah', 'aman', 'pasien', 'kanker', 'ahli', 'jelaskan']","['', 'mungkin', 'aman', 'pasien', 'kanker', 'ahli', 'jelas']"
773,Sebanyak 35.649 Tenaga Kesehatan di Banten Sudah Divaksin Covid-19,Kompas,0,sebanyak tenaga kesehatan di banten sudah divaksin covid,"['sebanyak', 'tenaga', 'kesehatan', 'di', 'banten', 'sudah', 'divaksin', 'covid']","['sebanyak', 'tenaga', 'kesehatan', 'banten', '']","['banyak', 'tenaga', 'sehat', 'banten', '']"
774,Tidak Semua Pasien Kanker Bisa Disuntik Vaksin Covid-19,Kompas,-1,tidak semua pasien kanker bisa disuntik vaksin covid,"['tidak', 'semua', 'pasien', 'kanker', 'bisa', 'disuntik', 'vaksin', 'covid']","['', 'semua', 'pasien', 'kanker', 'disuntik', '']","['', 'semua', 'pasien', 'kanker', 'suntik', '']"
775,"Nakes di Cilacap Dikabarkan Meninggal Usai Divaksin, Ini Penjelasan Kadinkes",Kompas,-1,nakes di cilacap dikabarkan meninggal usai divaksin ini penjelasan kadinkes,"['nakes', 'di', 'cilacap', 'dikabarkan', 'meninggal', 'usai', 'divaksin', 'ini', 'penjelasan', 'kadinkes']","['nakes', 'cilacap', 'dikabarkan', 'meninggal', 'usai', 'penjelasan', 'kadinkes']","['nakes', 'cilacap', 'kabar', 'tinggal', 'usai', 'jelas', 'kadinkes']"
776,UPDATE 5 Februari: 120.725 Tenaga Kesehatan Sudah Dapat Vaksinasi Covid-19 Dosis Kedua,Kompas,0,update februari tenaga kesehatan sudah dapat vaksinasi covid dosis kedua,"['update', 'februari', 'tenaga', 'kesehatan', 'sudah', 'dapat', 'vaksinasi', 'covid', 'dosis', 'kedua']","['update', 'februari', 'tenaga', 'kesehatan', 'dosis', 'kedua']","['update', 'februari', 'tenaga', 'sehat', 'dosis', 'dua']"
777,Vaksin Covid-19 Johnson & Johnson Efektif 66 Persen Hanya dengan Sekali Penyuntikan,Kompas,1,vaksin covid johnson johnson efektif persen hanya dengan sekali penyuntikan,"['vaksin', 'covid', 'johnson', 'johnson', 'efektif', 'persen', 'hanya', 'dengan', 'sekali', 'penyuntikan']","['', 'johnson', 'johnson', 'efektif', 'persen', 'sekali', 'penyuntikan']","['', 'johnson', 'johnson', 'efektif', 'persen', 'sekali', 'sunti']"
778,Vaksinasi Covid-19 Israel Berhasil Turunkan Penularan dan Kematian,Kompas,1,vaksinasi covid israel berhasil turunkan penularan dan kematian,"['vaksinasi', 'covid', 'israel', 'berhasil', 'turunkan', 'penularan', 'dan', 'kematian']","['', 'israel', 'berhasil', 'turunkan', 'penularan', 'kematian']","['', 'israel', 'hasil', 'turun', 'tular', 'mati']"
779,"Efektivitas Vaksin Covid-19 66 Persen, Johnson & Johnson Ajukan Izin Penggunaan Darurat",Kompas,0,efektivitas vaksin covid persen johnson johnson ajukan izin penggunaan darurat,"['efektivitas', 'vaksin', 'covid', 'persen', 'johnson', 'johnson', 'ajukan', 'izin', 'penggunaan', 'darurat']","['efektivitas', 'persen', 'johnson', 'johnson', 'ajukan', 'izin', 'penggunaan', 'darurat']","['efektivitas', 'persen', 'johnson', 'johnson', 'aju', 'izin', 'guna', 'darurat']"
780,"UPDATE 4 Februari: 700.266 Tenaga Kesehatan Sudah Terima Vaksinasi Dosis Pertama, 96.553 Terima Dosis Kedua",Kompas,0,update februari tenaga kesehatan sudah terima vaksinasi dosis pertama terima dosis kedua,"['update', 'februari', 'tenaga', 'kesehatan', 'sudah', 'terima', 'vaksinasi', 'dosis', 'pertama', 'terima', 'dosis', 'kedua']","['update', 'februari', 'tenaga', 'kesehatan', 'terima', 'dosis', 'pertama', 'terima', 'dosis', 'kedua']","['update', 'februari', 'tenaga', 'sehat', 'terima', 'dosis', 'pertama', 'terima', 'dosis', 'dua']"
781,"Studi Ungkap Orang Dewasa Penyebar Virus Corona Terbesar, Kok Bisa?",Kompas,0,studi ungkap orang dewasa penyebar virus corona terbesar kok bisa,"['studi', 'ungkap', 'orang', 'dewasa', 'penyebar', 'virus', 'corona', 'terbesar', 'kok', 'bisa']","['studi', 'ungkap', 'orang', 'dewasa', 'penyebar', 'virus', 'terbesar', 'kok', '']","['studi', 'ungkap', 'orang', 'dewasa', 'sebar', 'virus', 'besar', 'kok', '']"
782,"Suntik Vaksin Bukan Berarti Bebas Covid-19, Apa yang Harus Dilakukan?",Kompas,0,suntik vaksin bukan berarti bebas covid apa yang harus dilakukan,"['suntik', 'vaksin', 'bukan', 'berarti', 'bebas', 'covid', 'apa', 'yang', 'harus', 'dilakukan']","['suntik', 'bukan', 'berarti', 'bebas', 'apa', 'dilakukan']","['suntik', 'bukan', 'arti', 'bebas', 'apa', 'laku']"
783,Kabupaten Nias Terima 2.600 Dosis Vaksin Covid-19,Kompas,0,kabupaten nias terima dosis vaksin covid,"['kabupaten', 'nias', 'terima', 'dosis', 'vaksin', 'covid']","['kabupaten', 'nias', 'terima', 'dosis', '']","['kabupaten', 'nias', 'terima', 'dosis', '']"
784,Cakupan Vaksinasi Covid-19 untuk Nakes di Kaltim di Atas Rata-rata Nasional,Kompas,0,cakupan vaksinasi covid untuk nakes di kaltim di atas ratarata nasional,"['cakupan', 'vaksinasi', 'covid', 'untuk', 'nakes', 'di', 'kaltim', 'di', 'atas', 'ratarata', 'nasional']","['cakupan', 'nakes', 'kaltim', 'atas', 'ratarata', 'nasional']","['cakup', 'nakes', 'kaltim', 'atas', 'ratarata', 'nasional']"
785,4 Alasan Perlu Pakai Masker Meski Sudah Mendapatkan Vaksin Covid-19,Kompas,0,alasan perlu pakai masker meski sudah mendapatkan vaksin covid,"['alasan', 'perlu', 'pakai', 'masker', 'meski', 'sudah', 'mendapatkan', 'vaksin', 'covid']","['alasan', 'perlu', 'pakai', 'masker', 'meski', 'mendapatkan', '']","['alas', 'perlu', 'pakai', 'masker', 'meski', 'dapat', '']"
786,"UPDATE 3 Februari: 646.026 Tenaga Kesehatan Divaksin, 71.621 di Antaranya Sudah Dapat Dosis Ke-2",Kompas,0,update februari tenaga kesehatan divaksin di antaranya sudah dapat dosis ke,"['update', 'februari', 'tenaga', 'kesehatan', 'divaksin', 'di', 'antaranya', 'sudah', 'dapat', 'dosis', 'ke']","['update', 'februari', 'tenaga', 'kesehatan', 'antaranya', 'dosis', '']","['update', 'februari', 'tenaga', 'sehat', 'antara', 'dosis', '']"
787,"Ibu Hamil Positif Corona Tak Selalu Lahirkan Bayi dengan Antibodi Covid-19, Mengapa?",Kompas,1,ibu hamil positif corona tak selalu lahirkan bayi dengan antibodi covid mengapa,"['ibu', 'hamil', 'positif', 'corona', 'tak', 'selalu', 'lahirkan', 'bayi', 'dengan', 'antibodi', 'covid', 'mengapa']","['ibu', 'hamil', 'positif', 'tak', 'selalu', 'lahirkan', 'bayi', 'antibodi', '']","['ibu', 'hamil', 'positif', 'tak', 'selalu', 'lahir', 'bayi', 'antibodi', '']"
788,Pemkot Gunungsitoli Akan Terima 1.560 Dosis Vaksin Covid-19,Kompas,0,pemkot gunungsitoli akan terima dosis vaksin covid,"['pemkot', 'gunungsitoli', 'akan', 'terima', 'dosis', 'vaksin', 'covid']","['pemkot', 'gunungsitoli', 'terima', 'dosis', '']","['pemkot', 'gunungsitoli', 'terima', 'dosis', '']"
789,"Terus Kawal Pengadaan dan Distribusi Vaksin Covid-19, Ini Rekomendasi KPK",Kompas,0,terus kawal pengadaan dan distribusi vaksin covid ini rekomendasi kpk,"['terus', 'kawal', 'pengadaan', 'dan', 'distribusi', 'vaksin', 'covid', 'ini', 'rekomendasi', 'kpk']","['terus', 'kawal', 'pengadaan', 'distribusi', 'rekomendasi', 'kpk']","['terus', 'kawal', 'ada', 'distribusi', 'rekomendasi', 'kpk']"
790,"11 Kabupaten/Kota di Papua Sudah Terima Vaksin Covid-19, 18 Wilayah Lain Dinilai Belum Siap",Kompas,0,kabupatenkota di papua sudah terima vaksin covid wilayah lain dinilai belum siap,"['kabupatenkota', 'di', 'papua', 'sudah', 'terima', 'vaksin', 'covid', 'wilayah', 'lain', 'dinilai', 'belum', 'siap']","['kabupatenkota', 'papua', 'terima', 'wilayah', 'dinilai', 'siap']","['kabupatenkota', 'papua', 'terima', 'wilayah', 'nilai', 'siap']"
791,"Stok Vaksin COVID-19 Menipis, Fokus Vaksinasi April Kejar Lansia dan Tenaga Pendidik",Liputan 6,-1,stok vaksin covid menipis fokus vaksinasi april kejar lansia dan tenaga pendidik,"['stok', 'vaksin', 'covid', 'menipis', 'fokus', 'vaksinasi', 'april', 'kejar', 'lansia', 'dan', 'tenaga', 'pendidik']","['stok', 'menipis', 'fokus', 'april', 'kejar', 'lansia', 'tenaga', 'pendidik']","['stok', 'tip', 'fokus', 'april', 'kejar', 'lansia', 'tenaga', 'didik']"
792,Kemenkes Jamin Vaksin COVID-19 Tak Akan Habis,Liputan 6,1,kemenkes jamin vaksin covid tak akan habis,"['kemenkes', 'jamin', 'vaksin', 'covid', 'tak', 'akan', 'habis']","['kemenkes', 'jamin', 'tak', 'habis']","['kemenkes', 'jamin', 'tak', 'habis']"
793,"Stok Vaksin COVID-19 Menipis, Kemenkes: 27 Juta Dosis Masih Diproses Bio Farma",Liputan 6,-1,stok vaksin covid menipis kemenkes juta dosis masih diproses bio farma,"['stok', 'vaksin', 'covid', 'menipis', 'kemenkes', 'juta', 'dosis', 'masih', 'diproses', 'bio', 'farma']","['stok', 'menipis', 'kemenkes', 'juta', 'dosis', 'diproses', 'bio', 'farma']","['stok', 'tip', 'kemenkes', 'juta', 'dosis', 'proses', 'bio', 'farma']"
794,Stok Vaksin COVID-19 April 2021 Menipis,Liputan 6,-1,stok vaksin covid april menipis,"['stok', 'vaksin', 'covid', 'april', 'menipis']","['stok', 'april', 'menipis']","['stok', 'april', 'tip']"
795,WHO Ingatkan Masyarakat Tak Beli Vaksin COVID-19 Ilegal,Liputan 6,0,who ingatkan masyarakat tak beli vaksin covid ilegal,"['who', 'ingatkan', 'masyarakat', 'tak', 'beli', 'vaksin', 'covid', 'ilegal']","['who', 'ingatkan', 'masyarakat', 'tak', 'beli', 'ilegal']","['who', 'ingat', 'masyarakat', 'tak', 'beli', 'ilegal']"
796,"Terjadi Distorsi pada COVAX, WHO Minta Negara Kaya Sumbangkan Vaksin COVID-19",Liputan 6,0,terjadi distorsi pada covax who minta negara kaya sumbangkan vaksin covid,"['terjadi', 'distorsi', 'pada', 'covax', 'who', 'minta', 'negara', 'kaya', 'sumbangkan', 'vaksin', 'covid']","['terjadi', 'distorsi', 'covax', 'who', 'minta', 'negara', 'kaya', 'sumbangkan', '']","['jadi', 'distorsi', 'covax', 'who', 'minta', 'negara', 'kaya', 'sumbang', '']"
797,"Tanpa Suntik, Oravax Kembangkan Vaksin COVID-19 Berbentuk Pil",Liputan 6,0,tanpa suntik oravax kembangkan vaksin covid berbentuk pil,"['tanpa', 'suntik', 'oravax', 'kembangkan', 'vaksin', 'covid', 'berbentuk', 'pil']","['', 'suntik', 'oravax', 'kembangkan', 'berbentuk', 'pil']","['', 'suntik', 'oravax', 'kembang', 'bentuk', 'pil']"
